 View Zero , View One , View Two , View Three , View Four 
" $709,050.00 ",,,,
" $709,950.00 ",,,,
" $710,000.00 ",,,,
" $710,000.00 ",,,,
" $710,000.00 ",,,,
" $710,000.00 ",,,,
" $710,000.00 ",,,,
" $710,000.00 ",,,,
" $710,000.00 ",,,,
" $710,000.00 ",,,,
" $710,000.00 ",,,,
" $710,000.00 ",,,,
" $710,000.00 ",,,,
" $710,000.00 ",,,,
" $710,000.00 ",,,,
" $710,000.00 ",,,,
" $710,000.00 ",,,,
" $710,000.00 ",,,,
" $710,000.00 ",,,,
" $710,000.00 ",,,,
" $710,000.00 ",,,,
" $710,000.00 ",,,,
" $710,000.00 ",,,,
" $710,000.00 ",,,,
" $710,000.00 ",,,,
" $710,000.00 ",,,,
" $710,000.00 ",,,,
" $710,200.00 ",,,,
" $710,800.00 ",,,,
" $711,000.00 ",,,,
" $711,000.00 ",,,,
" $711,000.00 ",,,,
" $711,000.00 ",,,,
" $711,600.00 ",,,,
" $711,777.00 ",,,,
" $711,800.00 ",,,,
" $712,000.00 ",,,,
" $712,000.00 ",,,,
" $712,000.00 ",,,,
" $712,000.00 ",,,,
" $712,000.00 ",,,,
" $712,000.00 ",,,,
" $712,000.00 ",,,,
" $712,500.00 ",,,,
" $712,500.00 ",,,,
" $713,000.00 ",,,,
" $713,250.00 ",,,,
" $713,400.00 ",,,,
" $713,500.00 ",,,,
" $713,500.00 ",,,,
" $713,900.00 ",,,,
" $714,000.00 ",,,,
" $714,000.00 ",,,,
" $715,000.00 ",,,,
" $715,000.00 ",,,,
" $715,000.00 ",,,,
" $715,000.00 ",,,,
" $715,000.00 ",,,,
" $715,000.00 ",,,,
" $715,000.00 ",,,,
" $715,000.00 ",,,,
" $715,000.00 ",,,,
" $715,000.00 ",,,,
" $715,000.00 ",,,,
" $715,000.00 ",,,,
" $715,000.00 ",,,,
" $715,000.00 ",,,,
" $715,000.00 ",,,,
" $715,000.00 ",,,,
" $715,000.00 ",,,,
" $715,000.00 ",,,,
" $715,000.00 ",,,,
" $715,000.00 ",,,,
" $715,000.00 ",,,,
" $715,000.00 ",,,,
" $716,000.00 ",,,,
" $716,000.00 ",,,,
" $716,000.00 ",,,,
" $716,000.00 ",,,,
" $716,100.00 ",,,,
" $716,125.00 ",,,,
" $716,500.00 ",,,,
" $716,500.00 ",,,,
" $716,500.00 ",,,,
" $716,500.00 ",,,,
" $716,528.00 ",,,,
" $717,000.00 ",,,,
" $717,000.00 ",,,,
" $717,000.00 ",,,,
" $717,000.00 ",,,,
" $717,500.00 ",,,,
" $717,550.00 ",,,,
" $718,000.00 ",,,,
" $718,000.00 ",,,,
" $718,000.00 ",,,,
" $718,000.00 ",,,,
" $718,000.00 ",,,,
" $718,000.00 ",,,,
" $718,000.00 ",,,,
" $718,500.00 ",,,,
" $718,500.00 ",,,,
" $719,000.00 ",,,,
" $719,000.00 ",,,,
" $719,000.00 ",,,,
" $719,000.00 ",,,,
" $719,000.00 ",,,,
" $719,950.00 ",,,,
" $719,950.00 ",,,,
" $720,000.00 ",,,,
" $720,000.00 ",,,,
" $720,000.00 ",,,,
" $720,000.00 ",,,,
" $720,000.00 ",,,,
" $720,000.00 ",,,,
" $720,000.00 ",,,,
" $720,000.00 ",,,,
" $720,000.00 ",,,,
" $720,000.00 ",,,,
" $720,000.00 ",,,,
" $720,000.00 ",,,,
" $720,000.00 ",,,,
" $720,000.00 ",,,,
" $720,000.00 ",,,,
" $720,000.00 ",,,,
" $720,000.00 ",,,,
" $720,000.00 ",,,,
" $720,000.00 ",,,,
" $720,000.00 ",,,,
" $720,000.00 ",,,,
" $720,000.00 ",,,,
" $720,001.00 ",,,,
" $720,168.00 ",,,,
" $720,500.00 ",,,,
" $721,000.00 ",,,,
" $721,000.00 ",,,,
" $721,000.00 ",,,,
" $722,000.00 ",,,,
" $722,080.00 ",,,,
" $722,500.00 ",,,,
" $722,500.00 ",,,,
" $722,800.00 ",,,,
" $723,000.00 ",,,,
" $723,000.00 ",,,,
" $723,000.00 ",,,,
" $724,500.00 ",,,,
" $724,800.00 ",,,,
" $724,950.00 ",,,,
" $724,950.00 ",,,,
" $724,950.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,000.00 ",,,,
" $725,126.00 ",,,,
" $725,500.00 ",,,,
" $725,786.00 ",,,,
" $726,000.00 ",,,,
" $726,000.00 ",,,,
" $726,888.00 ",,,,
" $727,000.00 ",,,,
" $727,000.00 ",,,,
" $727,160.00 ",,,,
" $728,000.00 ",,,,
" $728,000.00 ",,,,
" $728,000.00 ",,,,
" $728,000.00 ",,,,
" $728,050.00 ",,,,
" $728,935.00 ",,,,
" $729,000.00 ",,,,
" $729,000.00 ",,,,
" $729,000.00 ",,,,
" $729,000.00 ",,,,
" $729,000.00 ",,,,
" $729,000.00 ",,,,
" $729,000.00 ",,,,
" $729,032.00 ",,,,
" $729,953.00 ",,,,
" $729,999.00 ",,,,
" $729,999.00 ",,,,
" $730,000.00 ",,,,
" $730,000.00 ",,,,
" $730,000.00 ",,,,
" $730,000.00 ",,,,
" $730,000.00 ",,,,
" $730,000.00 ",,,,
" $730,000.00 ",,,,
" $730,000.00 ",,,,
" $730,000.00 ",,,,
" $730,000.00 ",,,,
" $730,000.00 ",,,,
" $730,000.00 ",,,,
" $730,000.00 ",,,,
" $730,000.00 ",,,,
" $730,000.00 ",,,,
" $730,000.00 ",,,,
" $730,000.00 ",,,,
" $730,000.00 ",,,,
" $730,000.00 ",,,,
" $730,000.00 ",,,,
" $730,000.00 ",,,,
" $730,000.00 ",,,,
" $730,000.00 ",,,,
" $730,000.00 ",,,,
" $730,000.00 ",,,,
" $730,001.00 ",,,,
" $730,100.00 ",,,,
" $731,000.00 ",,,,
" $731,000.00 ",,,,
" $731,100.00 ",,,,
" $731,500.00 ",,,,
" $731,688.00 ",,,,
" $731,781.00 ",,,,
" $732,000.00 ",,,,
" $732,000.00 ",,,,
" $732,350.00 ",,,,
" $732,600.00 ",,,,
" $733,000.00 ",,,,
" $733,000.00 ",,,,
" $733,000.00 ",,,,
" $733,000.00 ",,,,
" $733,000.00 ",,,,
" $733,500.00 ",,,,
" $734,000.00 ",,,,
" $734,000.00 ",,,,
" $734,000.00 ",,,,
" $734,000.00 ",,,,
" $734,200.00 ",,,,
" $734,500.00 ",,,,
" $734,950.00 ",,,,
" $734,990.00 ",,,,
" $735,000.00 ",,,,
" $735,000.00 ",,,,
" $735,000.00 ",,,,
" $735,000.00 ",,,,
" $735,000.00 ",,,,
" $735,000.00 ",,,,
" $735,000.00 ",,,,
" $735,000.00 ",,,,
" $735,000.00 ",,,,
" $735,000.00 ",,,,
" $735,000.00 ",,,,
" $735,000.00 ",,,,
" $735,000.00 ",,,,
" $735,000.00 ",,,,
" $735,000.00 ",,,,
" $735,000.00 ",,,,
" $735,000.00 ",,,,
" $736,000.00 ",,,,
" $736,000.00 ",,,,
" $736,500.00 ",,,,
" $737,000.00 ",,,,
" $737,500.00 ",,,,
" $738,000.00 ",,,,
" $738,000.00 ",,,,
" $738,000.00 ",,,,
" $738,500.00 ",,,,
" $738,515.00 ",,,,
" $738,950.00 ",,,,
" $739,000.00 ",,,,
" $739,000.00 ",,,,
" $739,000.00 ",,,,
" $739,000.00 ",,,,
" $739,000.00 ",,,,
" $739,000.00 ",,,,
" $739,000.00 ",,,,
" $739,000.00 ",,,,
" $739,375.00 ",,,,
" $739,500.00 ",,,,
" $739,900.00 ",,,,
" $739,900.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,000.00 ",,,,
" $740,500.00 ",,,,
" $741,000.00 ",,,,
" $741,500.00 ",,,,
" $742,000.00 ",,,,
" $742,000.00 ",,,,
" $742,500.00 ",,,,
" $742,500.00 ",,,,
" $742,500.00 ",,,,
" $743,000.00 ",,,,
" $743,000.00 ",,,,
" $743,700.00 ",,,,
" $744,000.00 ",,,,
" $744,000.00 ",,,,
" $744,000.00 ",,,,
" $744,000.00 ",,,,
" $744,000.00 ",,,,
" $745,000.00 ",,,,
" $745,000.00 ",,,,
" $745,000.00 ",,,,
" $745,000.00 ",,,,
" $745,000.00 ",,,,
" $745,000.00 ",,,,
" $745,000.00 ",,,,
" $745,000.00 ",,,,
" $745,000.00 ",,,,
" $745,000.00 ",,,,
" $745,000.00 ",,,,
" $745,000.00 ",,,,
" $745,000.00 ",,,,
" $745,000.00 ",,,,
" $745,000.00 ",,,,
" $745,000.00 ",,,,
" $745,000.00 ",,,,
" $745,641.00 ",,,,
" $746,000.00 ",,,,
" $746,000.00 ",,,,
" $746,000.00 ",,,,
" $746,000.00 ",,,,
" $746,500.00 ",,,,
" $747,000.00 ",,,,
" $747,450.00 ",,,,
" $747,500.00 ",,,,
" $747,500.00 ",,,,
" $748,000.00 ",,,,
" $748,000.00 ",,,,
" $748,000.00 ",,,,
" $748,000.00 ",,,,
" $749,000.00 ",,,,
" $749,000.00 ",,,,
" $749,000.00 ",,,,
" $749,000.00 ",,,,
" $749,000.00 ",,,,
" $749,400.00 ",,,,
" $749,700.00 ",,,,
" $749,950.00 ",,,,
" $749,950.00 ",,,,
" $749,950.00 ",,,,
" $749,950.00 ",,,,
" $749,950.00 ",,,,
" $749,950.00 ",,,,
" $749,950.00 ",,,,
" $749,950.00 ",,,,
" $749,950.00 ",,,,
" $749,995.00 ",,,,
" $749,999.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,000.00 ",,,,
" $750,500.00 ",,,,
" $750,500.00 ",,,,
" $751,000.00 ",,,,
" $751,000.00 ",,,,
" $751,000.00 ",,,,
" $751,000.00 ",,,,
" $751,000.00 ",,,,
" $751,000.00 ",,,,
" $751,305.00 ",,,,
" $751,750.00 ",,,,
" $752,000.00 ",,,,
" $752,000.00 ",,,,
" $752,000.00 ",,,,
" $752,500.00 ",,,,
" $752,500.00 ",,,,
" $752,875.00 ",,,,
" $752,888.00 ",,,,
" $753,000.00 ",,,,
" $753,000.00 ",,,,
" $753,000.00 ",,,,
" $753,000.00 ",,,,
" $754,000.00 ",,,,
" $754,000.00 ",,,,
" $754,300.00 ",,,,
" $754,800.00 ",,,,
" $754,842.00 ",,,,
" $754,950.00 ",,,,
" $754,999.00 ",,,,
" $755,000.00 ",,,,
" $755,000.00 ",,,,
" $755,000.00 ",,,,
" $755,000.00 ",,,,
" $755,000.00 ",,,,
" $755,000.00 ",,,,
" $755,000.00 ",,,,
" $755,000.00 ",,,,
" $755,000.00 ",,,,
" $755,000.00 ",,,,
" $756,000.00 ",,,,
" $756,100.00 ",,,,
" $756,450.00 ",,,,
" $757,000.00 ",,,,
" $757,500.00 ",,,,
" $757,500.00 ",,,,
" $758,800.00 ",,,,
" $759,000.00 ",,,,
" $759,000.00 ",,,,
" $759,000.00 ",,,,
" $759,000.00 ",,,,
" $759,000.00 ",,,,
" $759,950.00 ",,,,
" $759,990.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,000.00 ",,,,
" $760,005.00 ",,,,
" $760,250.00 ",,,,
" $760,369.00 ",,,,
" $760,500.00 ",,,,
" $761,000.00 ",,,,
" $762,000.00 ",,,,
" $762,000.00 ",,,,
" $762,000.00 ",,,,
" $762,300.00 ",,,,
" $762,450.00 ",,,,
" $762,500.00 ",,,,
" $762,500.00 ",,,,
" $762,500.00 ",,,,
" $762,500.00 ",,,,
" $763,000.00 ",,,,
" $763,101.00 ",,,,
" $764,000.00 ",,,,
" $764,000.00 ",,,,
" $765,000.00 ",,,,
" $765,000.00 ",,,,
" $765,000.00 ",,,,
" $765,000.00 ",,,,
" $765,000.00 ",,,,
" $765,000.00 ",,,,
" $765,000.00 ",,,,
" $765,000.00 ",,,,
" $765,000.00 ",,,,
" $765,000.00 ",,,,
" $765,000.00 ",,,,
" $765,000.00 ",,,,
" $765,000.00 ",,,,
" $765,000.00 ",,,,
" $765,000.00 ",,,,
" $765,000.00 ",,,,
" $765,000.00 ",,,,
" $765,000.00 ",,,,
" $765,000.00 ",,,,
" $765,000.00 ",,,,
" $765,000.00 ",,,,
" $765,000.00 ",,,,
" $766,000.00 ",,,,
" $766,500.00 ",,,,
" $767,250.00 ",,,,
" $767,450.00 ",,,,
" $767,500.00 ",,,,
" $768,000.00 ",,,,
" $768,500.00 ",,,,
" $769,000.00 ",,,,
" $769,000.00 ",,,,
" $769,900.00 ",,,,
" $769,995.00 ",,,,
" $769,995.00 ",,,,
" $770,000.00 ",,,,
" $770,000.00 ",,,,
" $770,000.00 ",,,,
" $770,000.00 ",,,,
" $770,000.00 ",,,,
" $770,000.00 ",,,,
" $770,000.00 ",,,,
" $770,000.00 ",,,,
" $770,000.00 ",,,,
" $770,000.00 ",,,,
" $770,000.00 ",,,,
" $770,000.00 ",,,,
" $770,000.00 ",,,,
" $770,000.00 ",,,,
" $770,000.00 ",,,,
" $770,000.00 ",,,,
" $770,000.00 ",,,,
" $770,000.00 ",,,,
" $770,000.00 ",,,,
" $770,000.00 ",,,,
" $770,000.00 ",,,,
" $770,126.00 ",,,,
" $771,000.00 ",,,,
" $771,000.00 ",,,,
" $771,005.00 ",,,,
" $771,150.00 ",,,,
" $772,000.00 ",,,,
" $772,000.00 ",,,,
" $772,000.00 ",,,,
" $772,500.00 ",,,,
" $772,500.00 ",,,,
" $772,650.00 ",,,,
" $774,000.00 ",,,,
" $774,000.00 ",,,,
" $774,888.00 ",,,,
" $774,900.00 ",,,,
" $774,950.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,000.00 ",,,,
" $775,900.00 ",,,,
" $775,950.00 ",,,,
" $776,500.00 ",,,,
" $777,000.00 ",,,,
" $777,000.00 ",,,,
" $777,700.00 ",,,,
" $778,000.00 ",,,,
" $778,000.00 ",,,,
" $778,000.00 ",,,,
" $778,983.00 ",,,,
" $779,000.00 ",,,,
" $779,000.00 ",,,,
" $779,000.00 ",,,,
" $779,380.00 ",,,,
" $779,950.00 ",,,,
" $779,950.00 ",,,,
" $779,950.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,000.00 ",,,,
" $780,500.00 ",,,,
" $781,000.00 ",,,,
" $781,000.00 ",,,,
" $781,000.00 ",,,,
" $781,500.00 ",,,,
" $782,000.00 ",,,,
" $782,000.00 ",,,,
" $782,000.00 ",,,,
" $782,000.00 ",,,,
" $782,000.00 ",,,,
" $782,900.00 ",,,,
" $783,000.00 ",,,,
" $783,350.00 ",,,,
" $784,000.00 ",,,,
" $784,950.00 ",,,,
" $785,000.00 ",,,,
" $785,000.00 ",,,,
" $785,000.00 ",,,,
" $785,000.00 ",,,,
" $785,000.00 ",,,,
" $785,000.00 ",,,,
" $785,000.00 ",,,,
" $785,000.00 ",,,,
" $785,000.00 ",,,,
" $785,000.00 ",,,,
" $785,000.00 ",,,,
" $785,000.00 ",,,,
" $785,000.00 ",,,,
" $785,000.00 ",,,,
" $785,000.00 ",,,,
" $785,000.00 ",,,,
" $785,000.00 ",,,,
" $785,000.00 ",,,,
" $785,000.00 ",,,,
" $785,000.00 ",,,,
" $785,000.00 ",,,,
" $785,200.00 ",,,,
" $785,500.00 ",,,,
" $785,950.00 ",,,,
" $786,000.00 ",,,,
" $787,000.00 ",,,,
" $787,500.00 ",,,,
" $788,000.00 ",,,,
" $788,500.00 ",,,,
" $789,500.00 ",,,,
" $789,500.00 ",,,,
" $789,900.00 ",,,,
" $790,000.00 ",,,,
" $790,000.00 ",,,,
" $790,000.00 ",,,,
" $790,000.00 ",,,,
" $790,000.00 ",,,,
" $790,000.00 ",,,,
" $790,000.00 ",,,,
" $790,000.00 ",,,,
" $790,000.00 ",,,,
" $790,000.00 ",,,,
" $790,000.00 ",,,,
" $790,000.00 ",,,,
" $790,000.00 ",,,,
" $790,000.00 ",,,,
" $790,000.00 ",,,,
" $790,000.00 ",,,,
" $790,000.00 ",,,,
" $790,000.00 ",,,,
" $790,000.00 ",,,,
" $790,000.00 ",,,,
" $790,000.00 ",,,,
" $790,000.00 ",,,,
" $790,100.00 ",,,,
" $790,500.00 ",,,,
" $791,000.00 ",,,,
" $791,000.00 ",,,,
" $791,500.00 ",,,,
" $792,000.00 ",,,,
" $792,000.00 ",,,,
" $792,000.00 ",,,,
" $792,000.00 ",,,,
" $792,500.00 ",,,,
" $793,000.00 ",,,,
" $794,500.00 ",,,,
" $795,000.00 ",,,,
" $795,000.00 ",,,,
" $795,000.00 ",,,,
" $795,000.00 ",,,,
" $795,000.00 ",,,,
" $795,000.00 ",,,,
" $795,000.00 ",,,,
" $795,000.00 ",,,,
" $795,000.00 ",,,,
" $795,000.00 ",,,,
" $795,000.00 ",,,,
" $795,000.00 ",,,,
" $795,000.00 ",,,,
" $795,000.00 ",,,,
" $795,000.00 ",,,,
" $795,127.00 ",,,,
" $796,000.00 ",,,,
" $796,000.00 ",,,,
" $796,000.00 ",,,,
" $796,500.00 ",,,,
" $797,000.00 ",,,,
" $797,000.00 ",,,,
" $797,000.00 ",,,,
" $797,500.00 ",,,,
" $798,000.00 ",,,,
" $798,000.00 ",,,,
" $798,000.00 ",,,,
" $798,500.00 ",,,,
" $798,750.00 ",,,,
" $798,800.00 ",,,,
" $799,000.00 ",,,,
" $799,000.00 ",,,,
" $799,000.00 ",,,,
" $799,000.00 ",,,,
" $799,000.00 ",,,,
" $799,000.00 ",,,,
" $799,000.00 ",,,,
" $799,000.00 ",,,,
" $799,000.00 ",,,,
" $799,000.00 ",,,,
" $799,200.00 ",,,,
" $799,500.00 ",,,,
" $799,900.00 ",,,,
" $799,950.00 ",,,,
" $799,950.00 ",,,,
" $799,950.00 ",,,,
" $799,950.00 ",,,,
" $799,950.00 ",,,,
" $799,990.00 ",,,,
" $799,990.00 ",,,,
" $799,990.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,000.00 ",,,,
" $800,500.00 ",,,,
" $800,866.00 ",,,,
" $801,501.00 ",,,,
" $802,000.00 ",,,,
" $802,000.00 ",,,,
" $802,500.00 ",,,,
" $802,945.00 ",,,,
" $803,000.00 ",,,,
" $803,000.00 ",,,,
" $803,100.00 ",,,,
" $804,000.00 ",,,,
" $804,100.00 ",,,,
" $805,000.00 ",,,,
" $805,000.00 ",,,,
" $805,000.00 ",,,,
" $805,000.00 ",,,,
" $805,000.00 ",,,,
" $805,000.00 ",,,,
" $805,000.00 ",,,,
" $805,000.00 ",,,,
" $805,000.00 ",,,,
" $805,000.00 ",,,,
" $805,000.00 ",,,,
" $805,000.00 ",,,,
" $805,000.00 ",,,,
" $805,500.00 ",,,,
" $806,000.00 ",,,,
" $806,000.00 ",,,,
" $807,000.00 ",,,,
" $807,100.00 ",,,,
" $807,500.00 ",,,,
" $808,000.00 ",,,,
" $808,000.00 ",,,,
" $808,000.00 ",,,,
" $808,000.00 ",,,,
" $808,000.00 ",,,,
" $808,000.00 ",,,,
" $808,100.00 ",,,,
" $809,000.00 ",,,,
" $809,000.00 ",,,,
" $809,000.00 ",,,,
" $809,950.00 ",,,,
" $809,950.00 ",,,,
" $809,950.00 ",,,,
" $810,000.00 ",,,,
" $810,000.00 ",,,,
" $810,000.00 ",,,,
" $810,000.00 ",,,,
" $810,000.00 ",,,,
" $810,000.00 ",,,,
" $810,000.00 ",,,,
" $810,000.00 ",,,,
" $810,000.00 ",,,,
" $810,000.00 ",,,,
" $810,000.00 ",,,,
" $810,000.00 ",,,,
" $810,000.00 ",,,,
" $810,000.00 ",,,,
" $810,000.00 ",,,,
" $810,000.00 ",,,,
" $810,000.00 ",,,,
" $810,000.00 ",,,,
" $810,000.00 ",,,,
" $810,000.00 ",,,,
" $810,000.00 ",,,,
" $810,000.00 ",,,,
" $811,000.00 ",,,,
" $811,000.00 ",,,,
" $811,000.00 ",,,,
" $812,000.00 ",,,,
" $812,000.00 ",,,,
" $812,500.00 ",,,,
" $812,500.00 ",,,,
" $813,000.00 ",,,,
" $813,000.00 ",,,,
" $813,500.00 ",,,,
" $814,842.00 ",,,,
" $815,000.00 ",,,,
" $815,000.00 ",,,,
" $815,000.00 ",,,,
" $815,000.00 ",,,,
" $815,000.00 ",,,,
" $815,000.00 ",,,,
" $815,000.00 ",,,,
" $815,000.00 ",,,,
" $815,000.00 ",,,,
" $815,000.00 ",,,,
" $815,000.00 ",,,,
" $815,000.00 ",,,,
" $815,000.00 ",,,,
" $815,000.00 ",,,,
" $815,000.00 ",,,,
" $815,000.00 ",,,,
" $815,000.00 ",,,,
" $815,241.00 ",,,,
" $816,000.00 ",,,,
" $817,000.00 ",,,,
" $818,000.00 ",,,,
" $818,000.00 ",,,,
" $818,900.00 ",,,,
" $819,000.00 ",,,,
" $819,000.00 ",,,,
" $819,900.00 ",,,,
" $819,995.00 ",,,,
" $820,000.00 ",,,,
" $820,000.00 ",,,,
" $820,000.00 ",,,,
" $820,000.00 ",,,,
